Vocabulary,name,Users,MEDS:STATUS,MEDS:CATEGORY_MEANING_E,MEDS:CATEGORY_MEANING_F,MEDS:UNITS_DESCRIPTOR_E,MEDS:UNITS_DESCRIPTOR_F,MEDS:CF_CODE,MEDS:NETCDF_LONG_NAME,MEDS:WMO_CODE_TABLE_ID,MEDS:CONVENTION,BIO:units,BIO:P06 urn,BIO:P06 name,BIO:P01 urn,BIO:P01 name,BIO:CF_CODE,IML:definition,IML:units,standard_name,SDN:P07::id,SDN:P01::id,SDN:P01::urn,SDN:P01::prefLabel,sdn_parameter_urn,sdn_parameter_name,SDN:P06::id,SDN:P06::urn,SDN:P06::prefLabel,sdn_uom_urn,sdn_uom_name,expected_units,definition,convention
GF3,SSSL,MEDS,A,Physical Oceanography,Océanographie physique,gram per kilogram,gramme par kilogramme,sea_surface_salinity,,,,,,,,,,,,sea_surface_salinity,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0376/,,,,,,,,,,,gram per kilogram,,
GF3,SST1,MEDS,A,Wave,Vague,degree Celsius,degré Celsius,,,,,,,,,,,,,,,,,,,,,,,,,degree Celsius,,
GF3,SST2,MEDS,A,Wave,Vague,degree Celsius,degré Celsius,,,,,,,,,,,,,,,,,,,,,,,,,degree Celsius,,
GF3,SSTP,MEDS,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,sea_surface_temperature,,,,,,,,,,,,sea_surface_temperature,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0381/,,,,,,,,,,,degree Celsius,,
GF3,ST1$,MEDS,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,,,,,,,,,,,,,,,,,,,,,,degree Celsius,,
GF3,ST2$,MEDS,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,,,,,,,,,,,,,,,,,,,,,,degree Celsius,,
GF3,STAG,MEDS,A,Meteorology,Météorologie,degree Celsius,degré Celsius,,,,,,,,,,,,,,,,,,,,,,,,,degree Celsius,,
GF3,STC$,MEDS,A,Wave,Vague,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,code table,,
GF3,STI#,MEDS,A,General purpose,Tout usage,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,code table,,
GF3,STM#,MEDS,A,Methods,Méthodes,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,code table,,
GF3,STOR,"BIO,MEDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,STP$,MEDS,A,Physical Oceanography,Océanographie physique,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,code table,,
GF3,STRA,"BIO,IML",A,Instrument characteristics,Caractéristiques de l'instrument,pascal,pascal,,,,,Pa,PASX,pascals,,,,,,,,,,,,,http://vocab.nerc.ac.uk/collection/P06/current/PASX/,PASX,Pascals,SDN:P06::PASX,Pascals,"pascal,Pa",,
GF3,STRD,"BIO,IML",A,Position and navigation,Position et navigation,degree(angle) True,degré(angle) vrai,,,,,degrees,UAAA,degrees,,,,,,,,,,,,,http://vocab.nerc.ac.uk/collection/P06/current/UAAA/,UAAA,Degrees,SDN:P06::UAAA,Degrees,"degree,degree True",,
GF3,STRU,"BIO,IML",A,Instrument characteristics,Caractéristiques de l'instrument,pascal,pascal,,,,,Pa,PASX,pascals,NWSTRRXX,Northward wind stress on the water body,,,,,,http://vocab.nerc.ac.uk/collection/P01/current/NWSTRRXX/,NWSTRRXX,Northward wind stress on the water body,SDN:P01::NWSTRRXX,Northward wind stress on the water body,http://vocab.nerc.ac.uk/collection/P06/current/PASX/,PASX,Pascals,SDN:P06::PASX,Pascals,"pascal,Pa",Northward wind stress on the water body,
GF3,STRV,"BIO,IML",A,Instrument characteristics,Caractéristiques de l'instrument,pascal,pascal,,,,,Pa,PASX,pascals,EWSTRRXX,Eastward wind stress on the water body,,,,,,http://vocab.nerc.ac.uk/collection/P01/current/EWSTRRXX/,EWSTRRXX,Eastward wind stress on the water body,SDN:P01::EWSTRRXX,Eastward wind stress on the water body,http://vocab.nerc.ac.uk/collection/P06/current/PASX/,PASX,Pascals,SDN:P06::PASX,Pascals,"pascal,Pa",Eastward wind stress on the water body,
GF3,SUL$,MEDS,A,Chemistry,Chimie,mole per metre cube,mole par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,mole per metre cube,,
GF3,SVA$,MEDS,A,Physical Oceanography,Océanographie physique,metre cube per kilogram,mètre cube par kilogramme,,,,,,,,,,,,,,,,,,,,,,,,,metre cube per kilogram,,
GF3,SVCZ,MEDS,A,Geophysics,Géophysique,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,number,,
GF3,SVEL,"BIO,IML,MEDS",A,Physical Oceanography,Océanographie physique,metre per second,mètre par seconde,,,,,m/s,UVAA,metres per second,SVELXXXX,Sound velocity in the water body,speed_of_sound_in_sea_water,,,speed_of_sound_in_sea_water,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0316/,http://vocab.nerc.ac.uk/collection/P01/current/SVELXXXX/,SVELXXXX,Sound velocity in the water body,SDN:P01::SVELXXXX,Sound velocity in the water body,http://vocab.nerc.ac.uk/collection/P06/current/UVAA/,UVAA,Metres per second,SDN:P06::UVAA,Metres per second,"m/s,metre per second",Sound velocity in the water body,
GF3,SVR$,MEDS,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,SWD#,MEDS,A,Wave,Vague,code table,table de code,,,877.0,,,,,,,,,,,,,,,,,,,,,,code table,,
GF3,SWDR,MEDS,A,Wave,Vague,degree(angle),degré(angle),sea_surface_swell_wave_to_direction,water_surface_swell_wave_to_direction,,,,,,,,,,,sea_surface_swell_wave_to_direction,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0379/,,,,,,,,,,,degree,,
GF3,SWHT,MEDS,A,Wave,Vague,metre,mètre,sea_surface_swell_wave_significant_height,water_surface_swell_wave_significant_height,,,,,,,,,,,sea_surface_swell_wave_significant_height,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0378/,,,,,,,,,,,metre,,
GF3,SWM$,MEDS,A,Wave,Vague,second,seconde,,,,,,,,,,,,,,,,,,,,,,,,,second,,
GF3,SWPR,MEDS,A,Wave,Vague,second,seconde,sea_surface_swell_wave_period,water_surface_swell_wave_period,,,,,,,,,,,sea_surface_swell_wave_period,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0377/,,,,,,,,,,,second,,
GF3,SYTM,"BIO,IML,MEDS",A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,time,,,time,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0115/,,,,,,,,,,,text,,
GF3,TAPE,MEDS,A,Wave,Vague,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,number,,
GF3,TAXN,"BIO,MEDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,TBD$,MEDS,A,Physical Oceanography,Océanographie physique,dimensionless,sans dimension,,,,,,,,,,,,,,,,,,,,,,,,,dimensionless,,
GF3,TCD$,MEDS,A,Chemistry,Chimie,micromole per kilogram,micromole par kilogramme,,,,,,,,,,,,,,,,,,,,,,,,,micromole per kilogram,,
GF3,TCL$,MEDS,A,Geophysics,Géophysique,metre,mètre,,,,,,,,,,,,,,,,,,,,,,,,,metre,,
GF3,TCN$,MEDS,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,TDE$,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,TDFL,MEDS,A,Physical Oceanography,Océanographie physique,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,code table,,
GF3,TDIF,MEDS,A,Meteorology,Météorologie,degree Celsius,degré Celsius,,,,,,,,,,,,,,,,,,,,,,,,,degree Celsius,,
GF3,TDS$,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,TE90,"BIO,IML,MEDS",A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,,degrees c,UPAA,degrees celsius,TEMPP901,Temperature (ITS-90) of the water body,,,,,,http://vocab.nerc.ac.uk/collection/P01/current/TEMPP901/,TEMPP901,Temperature (ITS-90) of the water body,SDN:P01::TEMPP901,Temperature (ITS-90) of the water body,http://vocab.nerc.ac.uk/collection/P06/current/UPAA/,UPAA,Degrees Celsius,SDN:P06::UPAA,Degrees Celsius,"degree c,degree Celsius",Temperature (ITS-90) of the water body,
GF3,TED$,MEDS,A,Wave,Vague,metre square,mètre carré,,,,,,,,,,,,,,,,,,,,,,,,,metre square,,
GF3,TEEA,MEDS,A,Data Operation,Opération sur données,degree Celsius,degré Celsius,,,,,,,,,,,,,,,,,,,,,,,,,degree Celsius,,
GF3,TEMD,MEDS,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,,,,,,,,,,,,,,,,,,,,,,degree Celsius,,
GF3,TEMP,"BIO,IML,MEDS",A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,,degrees c,UPAA,degrees celsius,TEMPPR01,Temperature of the water body,,,,,,http://vocab.nerc.ac.uk/collection/P01/current/TEMPPR01/,TEMPPR01,Temperature of the water body,SDN:P01::TEMPPR01,Temperature of the water body,http://vocab.nerc.ac.uk/collection/P06/current/UPAA/,UPAA,Degrees Celsius,SDN:P06::UPAA,Degrees Celsius,"degree c,degree Celsius",Temperature of the water body,
GF3,TEP$,MEDS,A,Wave,Vague,metre square,mètre carré,,,,,,,,,,,,,,,,,,,,,,,,,metre square,,
GF3,TER$,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,TEXT,"BIO,IML,MEDS",A,General purpose,Tout usage,dimensionless,sans dimension,,,,,,,,,,,,,,,,,,,,,,,,,dimensionless,,
GF3,TFF$,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,TFS$,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,TGP$,MEDS,A,Time and frequency,Temps et fréquence,second,seconde,,,,,,,,,,,,,,,,,,,,,,,,,second,,
GF3,TGRD,MEDS,A,Physical Oceanography,Océanographie physique,degree Celsius per metre,degré Celsius par mètre,,,,,,,,,,,,,,,,,,,,,,,,,degree Celsius per metre,,
GF3,TH1$,MEDS,A,Water Level,Niveau d'eau,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,TH2$,MEDS,A,Water Level,Niveau d'eau,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,TIILTSDEV,BIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,TILT,"BIO,IML,MEDS",A,Instrument characteristics,Caractéristiques de l'instrument,degree(angle),degré(angle),,,,,degrees,UAAA,degrees,ZNTHSS01,Orientation (tilt) of measurement platform by inclinometer,,,,,,http://vocab.nerc.ac.uk/collection/P01/current/ZNTHSS01/,ZNTHSS01,Orientation (tilt) of measurement platform by inclinometer,SDN:P01::ZNTHSS01,Orientation (tilt) of measurement platform by inclinometer,http://vocab.nerc.ac.uk/collection/P06/current/UAAA/,UAAA,Degrees,SDN:P06::UAAA,Degrees,degree,Orientation (tilt) of measurement platform by inclinometer,
GF3,TILTSDEV,MEDS,,,,,,,,,,,,,,,,Écart-type de l angle d inclinaison. Unité: degrés.,degrees,,,,,,,,,,,,,degree,Écart-type de l angle d inclinaison. Unité: degrés.,
GF3,TIM#,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,TIME,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,TIN1,MEDS,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,TKI$,MEDS,A,Data Operation,Opération sur données,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,TL1$,MEDS,A,Water Level,Niveau d'eau,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,TL2$,MEDS,A,Water Level,Niveau d'eau,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,TLENBSEQ,BIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,TLENCNTP,BIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,TLENCOLL,BIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,TLENLBIN,BIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,TLENQQQQ,BIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,TLENTLEN,BIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,TLENUBIN,BIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,TMN$,MEDS,A,Water Level,Niveau d'eau,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,TMX$,MEDS,A,Water Level,Niveau d'eau,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,TOFF,BIO,A,Date and time within day,Date et temps dans une journée,second,seconde,,,,,s,UTBB,seconds,,,,,,,,,,,,,http://vocab.nerc.ac.uk/collection/P06/current/UTBB/,UTBB,Seconds,SDN:P06::UTBB,Seconds,"second,s",,
GF3,TOTP,"BIO,IML,MEDS",A,Physical Oceanography,Océanographie physique,decibar,decibar,,,,,decibars,UPDB,decibars,PPSCZZ01,Pressure (measured variable) exerted by the water body plus atmosphere,sea_water_pressure,,,sea_water_pressure,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0330/,http://vocab.nerc.ac.uk/collection/P01/current/PPSCZZ01/,PPSCZZ01,Pressure (measured variable) exerted by the water body plus atmosphere,SDN:P01::PPSCZZ01,Pressure (measured variable) exerted by the water body plus atmosphere,http://vocab.nerc.ac.uk/collection/P06/current/UPDB/,UPDB,Decibars,SDN:P06::UPDB,Decibars,"decibars,decibar",Pressure (measured variable) exerted by the water body plus atmosphere,
GF3,TPHS,"BIO,IML,MEDS",A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,mmol/m^3,MMCM,millimoles per cubic metre,TPHSZZXX,Concentration of total phosphorus {total_P CAS 7723-14-0} per unit volume of the water body [dissolved plus reactive particulate phase],,,,,,http://vocab.nerc.ac.uk/collection/P01/current/TPHSZZXX/,TPHSZZXX,Concentration of total phosphorus {total_P CAS 7723-14-0} {TP or TDP} per unit volume of the water body [dissolved plus reactive particulate phase],SDN:P01::TPHSZZXX,Concentration of total phosphorus {total_P CAS 7723-14-0} {TP or TDP} per unit volume of the water body [dissolved plus reactive particulate phase],http://vocab.nerc.ac.uk/collection/P06/current/MMCM/,MMCM,Millimoles per cubic metre,SDN:P06::MMCM,Millimoles per cubic metre,"millimole per metre cube,mmol/m^3",Concentration of total phosphorus {total_P CAS 7723-14-0} {TP or TDP} per unit volume of the water body [dissolved plus reactive particulate phase],
GF3,TRAN,"BIO,IML,MEDS",A,Biological Oceanography,Océanographie biologique,percent per metre,pourcentage par mètre,,,,,%,UPCT,percent,,,,,,,,,,,,,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,UPCT,Percent,SDN:P06::UPCT,Percent,"percent per metre,percent",,
GF3,TRB$,MEDS,A,Physical Oceanography,Océanographie physique,Formazin Turbidity Unit,unité formazine,sea_water_turbidity,water_turbidity,,,,,,,,,,,sea_water_turbidity,http://vocab.nerc.ac.uk/collection/P07/current/7B3X6L2J/,,,,,,,,,,,Formazin Turbidity Unit,,
GF3,TRB2,MEDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,TRB_,MEDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,TRPH,"BIO,MEDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,TSD$,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,TSG$,MEDS,A,Physical Oceanography,Océanographie physique,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,TSM$,MEDS,A,Biological Oceanography,Océanographie biologique,gram per metre cube,gramme par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,gram per metre cube,,
GF3,TSM_,"BIO,IML,MEDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,TSN_,"BIO,MEDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,TSS$,MEDS,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,mass_concentration_of_suspended_matter_in_sea_water,,,,,,,,,,,,mass_concentration_of_suspended_matter_in_sea_water,http://vocab.nerc.ac.uk/collection/P07/current/CF12S23/,,,,,,,,,,,milligram per metre cube,,
GF3,TUR$,MEDS,A,Physical Oceanography,Océanographie physique,percent,pourcentage,,,,,,,,,,,,,,,,,,,,,,,,,percent,,
GF3,TURB,BIO,A,Physical Oceanography,Océanographie physique,Formazine Turbidity Unit ,Unité de Turbidité Formazine,,,,,FTU,,,TURBXXXX,Turbidity of water in the water body,sea_water_turbidity,,,sea_water_turbidity,http://vocab.nerc.ac.uk/collection/P07/current/7B3X6L2J/,http://vocab.nerc.ac.uk/collection/P01/current/TURBXXXX/,TURBXXXX,Turbidity of water in the water body,SDN:P01::TURBXXXX,Turbidity of water in the water body,,,,,,"Formazine Turbidity Unit ,FTU",Turbidity of water in the water body,
GF3,TWCT,MEDS,A,Meteorology,Météorologie,gram per metre cube,gramme par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,gram per metre cube,,
GF3,TWTT,MEDS,A,Geophysics,Géophysique,second,seconde,,,,,,,,,,,,,,,,,,,,,,,,,second,,
GF3,UBSZ,MEDS,,,,,,,,,,,,,,,,Size fractioned bin size (upper limit),upper limit,,,,,,,,,,,,,upper limit,Size fractioned bin size (upper limit),
GF3,UDCS,MEDS,,,,,,,,,,,,,,,,Vertical Current Speed (positive up) Unit: mm/s,,,,,,,,,,,,,,,Vertical Current Speed (positive up) Unit: mm/s,
GF3,UID$,MEDS,A,Meteorology,Météorologie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,UIM$,MEDS,A,Meteorology,Météorologie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,ULTR,MEDS,A,Meteorology,Météorologie,watt per metre square,watt par mètre carré,,,,,,,,,,,,,,,,,,,,,,,,,watt per metre square,,
GF3,UND#,MEDS,A,General purpose,Tout usage,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,code table,,
GF3,UNIT,MEDS,,,,,,,,,,,,,,,,Stores information of units used to report measurement results.,,,,,,,,,,,,,,,Stores information of units used to report measurement results.,
GF3,UNKN,"BIO,IML",A,General purpose,Tout usage,dimensionless,sans dimension,,,,,,,,,,,,,,,,,,,,,,,,,dimensionless,,
GF3,UPD$,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,URE$,MEDS,A,Biological Oceanography,Océanographie biologique,millimole per metre cube,millimole par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,millimole per metre cube,,
GF3,URE_,"BIO,IML,MEDS",,,,,,,,,,mmol/m^3,,,UREAZZZZ,Concentration of urea {CAS 57-13-6} per unit volume of the water body [unknown phase],,,,,,http://vocab.nerc.ac.uk/collection/P01/current/UREAZZZZ/,UREAZZZZ,Concentration of urea {CAS 57-13-6} per unit volume of the water body [unknown phase],SDN:P01::UREAZZZZ,Concentration of urea {CAS 57-13-6} per unit volume of the water body [unknown phase],,,,,,mmol/m^3,Concentration of urea {CAS 57-13-6} per unit volume of the water body [unknown phase],
GF3,USAL,MEDS,A,Physical Oceanography,Océanographie physique,number,nombre,sea_water_salinity,,,,,,,,,,,,sea_water_salinity,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0331/,,,,,,,,,,,number,,
GF3,VAIS,"BIO,IML",A,Physical Oceanography,Océanographie physique,hertz,hertz,,,,,hertz,UTHZ,hertz,BVFSTP01,Brunt-Vaisala frequency squared of the water body by turbulence profiler precision CTD,brunt_vaisala_frequency_in_sea_water,,,,,http://vocab.nerc.ac.uk/collection/P01/current/BVFSTP01/,BVFSTP01,Brunt-Vaisala frequency squared of the water body by turbulence profiler precision CTD,SDN:P01::BVFSTP01,Brunt-Vaisala frequency squared of the water body by turbulence profiler precision CTD,http://vocab.nerc.ac.uk/collection/P06/current/UTHZ/,UTHZ,Hertz,SDN:P06::UTHZ,Hertz,hertz,Brunt-Vaisala frequency squared of the water body by turbulence profiler precision CTD,
GF3,VAP1,MEDS,A,Wave,Vague,second,seconde,,,,,,,,,,,,,,,,,,,,,,,,,second,,
GF3,VAPP,MEDS,A,Meteorology,Météorologie,hectopascal,hectopascal,,,,,,,,,,,,,,,,,,,,,,,,,hectopascal,,
GF3,VAV1,MEDS,A,Wave,Vague,metre,mètre,,,,,,,,,,,,,,,,,,,,,,,,,metre,,
GF3,VAV2,MEDS,A,Wave,Vague,metre,mètre,,,,,,,,,,,,,,,,,,,,,,,,,metre,,
GF3,VAVH,MEDS,A,Wave,Vague,metre,mètre,,,,,,,,,,,,,,,,,,,,,,,,,metre,,
GF3,VBRF,MEDS,A,Wave,Vague,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,number,,
GF3,VCA$,MEDS,A,Wave,Vague,second,seconde,,,,,,,,,,,,,,,,,,,,,,,,,second,,
GF3,VCAR,MEDS,A,Wave,Vague,metre,mètre,,,,,,,,,,,,,,,,,,,,,,,,,metre,,
GF3,VCH1,MEDS,A,Wave,Vague,metre,mètre,,,,,,,,,,,,,,,,,,,,,,,,,metre,,
GF3,VCMX,MEDS,A,Wave,Vague,metre,mètre,,,,,,,,,,,,,,,,,,,,,,,,,metre,,
GF3,VCP1,MEDS,A,Wave,Vague,metre,mètre,,,,,,,,,,,,,,,,,,,,,,,,,metre,,
GF3,VCP2,MEDS,A,Wave,Vague,metre,mètre,,,,,,,,,,,,,,,,,,,,,,,,,metre,,
GF3,VCR1,MEDS,A,Wave,Vague,metre,mètre,,,,,,,,,,,,,,,,,,,,,,,,,metre,,
GF3,VCS$,MEDS,A,Wave,Vague,metre,mètre,,,,,,,,,,,,,,,,,,,,,,,,,metre,,
GF3,VCSP,"BIO,IML,MEDS",A,Physical Oceanography,Océanographie physique,metre per second,mètre par seconde,,,,,m/s,UVAA,metres per second,LRZAZZZZ,Upward current velocity in the water body,upward_sea_water_velocity,,,upward_sea_water_velocity,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0080/,http://vocab.nerc.ac.uk/collection/P01/current/LRZAZZZZ/,LRZAZZZZ,Upward velocity of water current in the water body,SDN:P01::LRZAZZZZ,Upward velocity of water current in the water body,http://vocab.nerc.ac.uk/collection/P06/current/UVAA/,UVAA,Metres per second,SDN:P06::UVAA,Metres per second,"m/s,metre per second",Upward velocity of water current in the water body,
GF3,VCXX,MEDS,A,Wave,Vague,degree(angle) square per hertz,degré(angle) carré par hertz,,,,,,,,,,,,,,,,,,,,,,,,,degree square per hertz,,
GF3,VCXY,MEDS,A,Wave,Vague,degree(angle) square per hertz,degré(angle) carré par hertz,,,,,,,,,,,,,,,,,,,,,,,,,degree square per hertz,,
GF3,VCYY,MEDS,A,Wave,Vague,degree(angle) square per hertz,degré(angle) carré par hertz,,,,,,,,,,,,,,,,,,,,,,,,,degree square per hertz,,
GF3,VCZX,MEDS,A,Wave,Vague,metre degree(angle) per hertz,mètre degré(angle) par hertz,,,,,,,,,,,,,,,,,,,,,,,,,metre degree per hertz,,
GF3,VCZY,MEDS,A,Wave,Vague,metre degree(angle) per hertz,mètre degré(angle) par hertz,,,,,,,,,,,,,,,,,,,,,,,,,metre degree per hertz,,
GF3,VDEP,MEDS,A,Wave,Vague,degree(angle),degré(angle),,,,,,,,,,,,,,,,,,,,,,,,,degree,,
GF3,VDIR,MEDS,A,Wave,Vague,degree(angle),degré(angle),,,,,,,,,,,,,,,,,,,,,,,,,degree,,
GF3,VDSD,MEDS,A,Wave,Vague,metre square per hertz,mètre carré par hertz,,,,,,,,,,,,,,,,,,,,,,,,,metre square per hertz,,
GF3,VEI1,MEDS,A,Wave,Vague,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,number,,
GF3,VEM1,MEDS,A,Wave,Vague,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,number,,
GF3,VEN1,MEDS,A,Wave,Vague,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,number,,
GF3,VERS,MEDS,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,VERT,MEDS,A,Position and navigation,Position et navigation,metre,mètre,,,,,,,,,,,,,,,,,,,,,,,,,metre,,
GF3,VEST,MEDS,A,Wave,Vague,metre,mètre,,water_surface_wave_average_height_visual,,,,,,,,,,,,,,,,,,,,,,,metre,,
GF3,VEX1,MEDS,A,Wave,Vague,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,number,,
GF3,VFF1,MEDS,A,General purpose,Tout usage,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,code table,,
GF3,VILX,BIO,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,milligram per metre cube,,
GF3,VIRT,MEDS,A,Meteorology,Météorologie,degree Celsius,degré Celsius,,,,,,,,,,,,,,,,,,,,,,,,,degree Celsius,,
GF3,VIR_,MEDS,,,,,,,,,,,,,,,,Number of virus counted,,,,,,,,,,,,,,,Number of virus counted,
GF3,VIS$,MEDS,A,Meteorology,Météorologie,code table,table de code,,,4300.0,,,,,,,,,,,,,,,,,,,,,,code table,,
GF3,VISB,MEDS,A,Meteorology,Météorologie,metre,mètre,,,4300.0,,,,,,,,,,,,,,,,,,,,,,metre,,
GF3,VMD1,MEDS,A,Wave,Vague,degree(angle),degré(angle),,,,,,,,,,,,,,,,,,,,,,,,,degree,,
GF3,VMD2,MEDS,A,Wave,Vague,degree(angle),degré(angle),,,,,,,,,,,,,,,,,,,,,,,,,degree,,
GF3,VMED,MEDS,A,Wave,Vague,degree(angle),degré(angle),,,,,,,,,,,,,,,,,,,,,,,,,degree,,
GF3,VMET,"BIO,MEDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,VMNL,MEDS,A,Wave,Vague,metre,mètre,,,,,,,,,,,,,,,,,,,,,,,,,metre,,
GF3,VMTA,MEDS,A,Wave,Vague,metre square,mètre carré,,,,,,,,,,,,,,,,,,,,,,,,,metre square,,
GF3,VMTB,MEDS,A,Wave,Vague,metre square hertz,mètre carré hertz,,,,,,,,,,,,,,,,,,,,,,,,,metre square hertz,,
