Vocabulary,name,Users,MEDS:STATUS,MEDS:CATEGORY_MEANING_E,MEDS:CATEGORY_MEANING_F,MEDS:UNITS_DESCRIPTOR_E,MEDS:UNITS_DESCRIPTOR_F,MEDS:CF_CODE,MEDS:NETCDF_LONG_NAME,MEDS:WMO_CODE_TABLE_ID,MEDS:CONVENTION,BIO:units,BIO:P06 urn,BIO:P06 name,BIO:P01 urn,BIO:P01 name,BIO:CF_CODE,IML:definition,IML:units,long_name,expected_units,scale,standard_name,SDN:P07::id,SDN:P01::id,SDN:P01::urn,SDN:P01::prefLabel,sdn_parameter_urn,sdn_parameter_name,SDN:P06::id,SDN:P06::urn,SDN:P06::prefLabel,sdn_uom_urn,sdn_uom_name,definition,convention,scale_factor,GF3_name,Alternative units,SDN:P01::Alternative Name
NODC,GNOX,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,GOCO,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,GOCR,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,HCDT,NODC,A,Physical Oceanography,Océanographie physique,degree(angle),degré(angle),,,,,,,,,,,,,,degree|degrees,,,,,,,,,,,,,,,,,,,
NODC,HCSP,NODC,A,Physical Oceanography,Océanographie physique,metre per second,mètre par seconde,,,,,,,,,,,,,,metre per second,,,,,,,,,,,,,,,,,,,
NODC,HEAD,NODC,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,,,,,,,,,,,degree,,,,,,,,,,,,,,,,,,,
NODC,HHMM,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,HM2$,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,HOUR,NODC,A,Date and time within day,Date et temps dans une journée,hour,heure,,,,,,,,,,,,,,hour,,,,,,,,,,,,,,,,,,,
NODC,HTL$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,metre,mètre,,,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,,,
NODC,ICD$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,ICEF,NODC,A,Physical Oceanography,Océanographie physique,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,ICT$,NODC,A,Physical Oceanography,Océanographie physique,metre,mètre,,,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,,,
NODC,IDEN,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,INS1,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,INTE,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,INTS,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,IST$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,ITS#,NODC,A,Other physical oceanographic measurements,Autres mesures d'océanographie physique,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,LALO,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,LAT$,NODC,A,Position and navigation,Position et navigation,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,LATI,NODC,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,,,,,,,,,,,degree,,,,,,,,,,,,,,,,,,,
NODC,LATP,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,LDAT,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,LN2$,NODC,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,,,,,,,,,,,degree,,,,,,,,,,,,,,,,,,,
NODC,LNC$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,metre,mètre,,,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,,,
NODC,LOAN,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,LON$,NODC,A,Position and navigation,Position et navigation,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,LONG,NODC,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,,,,,,,,,,,degree,,,,,,,,,,,,,,,,,,,
NODC,LONP,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,LT2$,NODC,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,,,,,,,,,,,degree,,,,,,,,,,,,,,,,,,,
NODC,LTN#,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,LYD$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,MBN$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,MNTH,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,MNTS,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,MRT#,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,NAM$,NODC,A,General purpose,Tout usage,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,NH3$,NODC,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,,,,,,,,,,millimole per metre cube,,,,,,,,,,,,,,,,,,,
NODC,NPA$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,NPD$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,NPS$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,NRP$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,NSRF,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,NTRA,NODC,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,,,,,,,,,,millimole per metre cube,,,,,,,,,,,,,,,,,,,
NODC,NTRI,NODC,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,,,,,,,,,,millimole per metre cube,,,,,,,,,,,,,,,,,,,
NODC,NTRZ,NODC,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,,,,,,,,,,millimole per metre cube,,,,,,,,,,,,,,,,,,,
NODC,NVD$,NODC,A,General purpose,Tout usage,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,NVS$,NODC,A,General purpose,Tout usage,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,OCC$,NODC,A,Methods,Méthodes,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,OCD$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,OCL#,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,OCP$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,OCR$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,OID$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,OLS#,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,OMV$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,ONM1,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,OSI$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,OXYG,NODC,A,Biological Oceanography,Océanographie biologique,micromole per kilogram,micromole par kilogramme,,,,,,,,,,,,,,micromole per kilogram,,,,,,,,,,,,,,,,,,,
NODC,PAR$,NODC,A,Biological Oceanography,Océanographie biologique,microeinstein per metre square per second,microEinstein par mètre carré par seconde,,,,,,,,,,,,,,microeinstein per metre square per second,,,,,,,,,,,,,,,,,,,
NODC,PAR1,NODC,A,Biological Oceanography,Océanographie biologique,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,PB1$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,volt,volt,,,,,,,,,,,,,,volt,,,,,,,,,,,,,,,,,,,
NODC,PBA$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,volt,volt,,,,,,,,,,,,,,volt,,,,,,,,,,,,,,,,,,,
NODC,PBC$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,milliampere,milliampère,,,,,,,,,,,,,,milliampere,,,,,,,,,,,,,,,,,,,
NODC,PBP$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,PBS$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,PBV$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,volt,volt,,,,,,,,,,,,,,volt,,,,,,,,,,,,,,,,,,,
NODC,PCA$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,milliampere,milliampère,,,,,,,,,,,,,,milliampere,,,,,,,,,,,,,,,,,,,
NODC,PCS$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,milliampere,milliampère,,,,,,,,,,,,,,milliampere,,,,,,,,,,,,,,,,,,,
NODC,PDID,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,PDT$,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,PEQ$,NODC,A,Methods,Méthodes,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,PFL$,NODC,A,General purpose,Tout usage,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,PFN$,NODC,A,General purpose,Tout usage,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,PFR$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,PGID,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,PH1$,NODC,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,,,,,,,,,,millimole per metre cube,,,,,,,,,,,,,,,,,,,
NODC,PHA$,NODC,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,milligram per metre cube,,,,,,,,,,,,,,,,,,,
NODC,PHOS,NODC,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,,,,,,,,,,millimole per metre cube,,,,,,,,,,,,,,,,,,,
NODC,PHPH,NODC,A,Chemistry,Chimie,dimensionless,sans dimension,,,,,,,,,,,,,,dimensionless,,,,,,,,,,,,,,,,,,,
NODC,PIV$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,inch of Mercury,pouce de mercure,,,,,,,,,,,,,,inch of Mercury,,,,,,,,,,,,,,,,,,,
NODC,PLAT,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,PLT$,NODC,A,Physical Oceanography,Océanographie physique,percent per metre,pourcentage par mètre,,,,,,,,,,,,,,percent per metre,,,,,,,,,,,,,,,,,,,
NODC,PLTN,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,PMT$,NODC,A,Date and time within day,Date et temps dans une journée,second,seconde,,,,,,,,,,,,,,second,,,,,,,,,,,,,,,,,,,
NODC,PNM1,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,POC_,NODC,A,Biological Oceanography,Océanographie biologique,millimole per metre cube,millimole par mètre cube,,,,,,,,,,,,,,millimole per metre cube,,,,,,,,,,,,,,,,,,,
NODC,POF$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,decibar,decibar,,,,,,,,,,,,,,decibar,,,,,,,,,,,,,,,,,,,
NODC,PP1$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,PP2$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,PPC$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,milliampere,milliampère,,,,,,,,,,,,,,milliampere,,,,,,,,,,,,,,,,,,,
NODC,PPS$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,PRES,NODC,A,Physical Oceanography,Océanographie physique,decibar,decibar,,,,,,,,,,,,,,decibar,,,,,,,,,,,,,,,,,,,
NODC,PRHB,NODC,A,Physical Oceanography,Océanographie physique,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,PRO1,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,PROJ,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,PRP$,NODC,A,Biological Oceanography,Océanographie biologique,milligram Carbon per metre cube per hour,milligramme carbone par mètre cube par heure,,,,,,,,,,,,,,milligram Carbon per metre cube per hour,,,,,,,,,,,,,,,,,,,
NODC,PRT$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,PSAL,NODC,A,Physical Oceanography,Océanographie physique,practical salinity unit (PSS-78),unité de salinité pratique (PSS-78),,,,,,,,,,,,,,practical salinity unit (PSS-78),,,,,,,,,,,,,,,,,,,
NODC,PSP$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,decibar,decibar,,,,,,,,,,,,,,decibar,,,,,,,,,,,,,,,,,,,
NODC,PTM$,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,PTT$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,PVA$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,millibar,millibar,,,,,,,,,,,,,,millibar,,,,,,,,,,,,,,,,,,,
NODC,PVS$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,volt,volt,,,,,,,,,,,,,,volt,,,,,,,,,,,,,,,,,,,
NODC,QAF$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,QAO$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,QAP$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,QCF$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,QCP$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,QIF$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,QNF$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,QNP$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,QOF$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,QOP$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,QPS#,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,QRF$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,QRP$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,QSF$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,QSP$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,QTE#,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,RCRD,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,RCT#,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,RCT$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,RELH,NODC,A,Meteorology,Météorologie,percent,pourcentage,,,,,,,,,,,,,,percent,,,,,,,,,,,,,,,,,,,
NODC,REP$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,RTC$,NODC,A,Physical Oceanography,Océanographie physique,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,RTD$,NODC,A,Physical Oceanography,Océanographie physique,metre,mètre,,,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,,,
NODC,RTM$,NODC,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,,,,,,,,,,,degree Celsius,,,,,,,,,,,,,,,,,,,
NODC,SAT$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,SCDT,NODC,A,Physical Oceanography,Océanographie physique,degree(angle),degré(angle),,,,,,,,,,,,,,degree,,,,,,,,,,,,,,,,,,,
NODC,SCR$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,second,seconde,,,,,,,,,,,,,,second,,,,,,,,,,,,,,,,,,,
NODC,SCSP,NODC,A,Physical Oceanography,Océanographie physique,metre per second,mètre par seconde,,,,,,,,,,,,,,metre per second,,,,,,,,,,,,,,,,,,,
NODC,SEAS,NODC,A,Wave,Vague,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,SEC$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,SECC,NODC,A,Physical Oceanography,Océanographie physique,metre,mètre,,,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,,,
NODC,SER1,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,SHP#,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,SLCA,NODC,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,,,,,,,,,,millimole per metre cube,,,,,,,,,,,,,,,,,,,
NODC,SOU$,NODC,A,Geophysics,Géophysique,metre,mètre,,,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,,,
NODC,SPDR,NODC,A,Position and navigation,Position et navigation,metre per second,mètre par seconde,,,,,,,,,,,,,,metre per second,,,,,,,,,,,,,,,,,,,
NODC,SRT$,NODC,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,,,,,,,,,,,degree Celsius,,,,,,,,,,,,,,,,,,,
NODC,SSAL,NODC,A,Physical Oceanography,Océanographie physique,gram per kilogram,gramme par kilogramme,,,,,,,,,,,,,,gram per kilogram,,,,,,,,,,,,,,,,,,,
NODC,SSD$,NODC,A,Position and navigation,Position et navigation,metre,mètre,,,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,,,
NODC,SSPS,NODC,A,Physical Oceanography,Océanographie physique,practical salinity unit (PSS-78),unité de salinité pratique (PSS-78),,,,,,,,,,,,,,practical salinity unit (PSS-78),,,,,,,,,,,,,,,,,,,
NODC,SSSL,NODC,A,Physical Oceanography,Océanographie physique,gram per kilogram,gramme par kilogramme,,,,,,,,,,,,,,gram per kilogram,,,,,,,,,,,,,,,,,,,
NODC,SSTP,NODC,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,,,,,,,,,,,degree Celsius,,,,,,,,,,,,,,,,,,,
NODC,STAT,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,STM#,NODC,A,Methods,Méthodes,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,STR#,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,SUL$,NODC,A,Chemistry,Chimie,mole per metre cube,mole par mètre cube,,,,,,,,,,,,,,mole per metre cube,,,,,,,,,,,,,,,,,,,
NODC,SVEL,NODC,A,Physical Oceanography,Océanographie physique,metre per second,mètre par seconde,,,,,,,,,,,,,,metre per second,,,,,,,,,,,,,,,,,,,
NODC,SVR$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,SWDR,NODC,A,Wave,Vague,degree(angle),degré(angle),,,,,,,,,,,,,,degree,,,,,,,,,,,,,,,,,,,
NODC,SWHT,NODC,A,Wave,Vague,metre,mètre,,,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,,,
NODC,SWPR,NODC,A,Wave,Vague,second,seconde,,,,,,,,,,,,,,second,,,,,,,,,,,,,,,,,,,
NODC,SYS$,NODC,A,Special IGOSS Indicator,Indicateur spécial IGOSS,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,TCID,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,TCN$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,TCS$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,TDE$,NODC,A,Date and time within day,Date et temps dans une journée,hour,heure,,,,,,,,,,,,,,hour,,,,,,,,,,,,,,,,,,,
NODC,TEMP,NODC,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,,,,,,,,,,,degree Celsius,,,,,,,,,,,,,,,,,,,
NODC,TER$,NODC,A,Date and time within day,Date et temps dans une journée,hour,heure,,,,,,,,,,,,,,hour,,,,,,,,,,,,,,,,,,,
NODC,TFF$,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,TFS$,NODC,A,Date and time within day,Date et temps dans une journée,hour,heure,,,,,,,,,,,,,,hour,,,,,,,,,,,,,,,,,,,
NODC,TIME,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,TIMP,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,TPHS,NODC,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,,,,,,,,,,millimole per metre cube,,,,,,,,,,,,,,,,,,,
NODC,TRAN,NODC,A,Biological Oceanography,Océanographie biologique,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,TRB%,NODC,A,Physical Oceanography,Océanographie physique,Formazin Turbidity Unit,unité formazine,,,,,,,,,,,,,,Formazin Turbidity Unit,,,,,,,,,,,,,,,,,,,
NODC,TSD$,NODC,A,Date and time within day,Date et temps dans une journée,hour,heure,,,,,,,,,,,,,,hour,,,,,,,,,,,,,,,,,,,
NODC,TUR$,NODC,A,Physical Oceanography,Océanographie physique,percent,pourcentage,,,,,,,,,,,,,,percent,,,,,,,,,,,,,,,,,,,
NODC,TUR4,NODC,A,Physical Oceanography,Océanographie physique,Nephelometric Turbidity Units,Unités de turbidité néphélométrique,,,,,,,,,,,,,,Nephelometric Turbidity Units,,,,,,,,,,,,,,,,,,,
NODC,TWI#,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,UKH$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,URE$,NODC,A,Biological Oceanography,Océanographie biologique,millimole per metre cube,millimole par mètre cube,,,,,,,,,,,,,,millimole per metre cube,,,,,,,,,,,,,,,,,,,
NODC,USAL,NODC,A,Physical Oceanography,Océanographie physique,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,VDIC,NODC,A,Wave,Vague,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,VDIR,NODC,A,Wave,Vague,degree(angle),degré(angle),,,,,,,,,,,,,,degree,,,,,,,,,,,,,,,,,,,
NODC,VEST,NODC,A,Wave,Vague,metre,mètre,,,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,,,
NODC,VIS#,NODC,A,Meteorology,Météorologie,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,VISB,NODC,A,Meteorology,Météorologie,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,VISC,NODC,A,Meteorology,Météorologie,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODC,VPER,NODC,A,Wave,Vague,second,seconde,,,,,,,,,,,,,,second,,,,,,,,,,,,,,,,,,,
NODC,VSB#,NODC,A,Meteorology,Météorologie,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
